0,1,2,3,4,5,6,7,8
STAP2,GBP1,COL4A1,MAFB,CYCS,SULF1,FHL1,SCARA5,PTGFRN
LTBP4,SELENOM,MFAP5,LYZ,NFKBID,AKAP12,PTGDR,TFF1,CD163
PTN,EPHX1,MYO6,SYNE1,S100A9,RUNX3,HSD11B2,A1CF,PI16
LYZ,COL3A1,PLPP3,LINC00892,CASP8,LINC00892,MS4A12,ZC3H12D,SFRP1
TNFAIP2,CFH,CPQ,USP15,AURKB,OLFML3,SLAMF1,EOMES,LTBP1
GDF15,PRSS3,GDF15,RPL10,HMGB2,NRP2,ITIH5,OSR2,AURKB
COL12A1,CD6,CRISPLD2,FCRL1,EML4,CTHRC1,PTN,CDHR5,PBX4
ABI3BP,SAMSN1,TM4SF1,FGFR1,GFI1,ATM,MFAP5,FCER1G,PCOLCE2
PKIB,MX2,PRKCQ-AS1,SCARA5,MALL,ITIH5,EFHD1,RASSF6,IL1R2
BMP4,ARHGAP24,TMPRSS2,CEBPD,PIK3CG,GGT5,MUC4,UGT2A3,ASB1
PPP1R14D,LGMN,MUC4,C1R,CSF1R,MAP1B,PDE1A,VSIG4,GPR155
SMTN,SOD2,AL135926.1,PLAC9,CD8B,PMP22,CSRP2,SFRP2,SPINK5
MAL2,MS4A6A,SELENOP,ZNF331,S1PR1,TNFAIP2,FHL2,MAMDC2,HDAC6
PADI2,RAB25,MAL,ATXN7,CD40LG,GABPB1-AS1,CTHRC1,PDZK1IP1,PLA2G10
RBPMS,KLF4,FCER1G,CD8B,PARP8,SLIT2,CAMK4,PRKCA,SCARA5
TNS2,TNFRSF1B,SH2D2A,EDIL3,PBX4,CPVL,SULF1,FA2H,SYNGR1
HNF4A,MPST,RARRES1,CD5,PPP1R16B,ADAMTS1,RAMP3,CLMP,YPEL2
RARRES1,TIMP2,PPP1R14D,PARP8,CA2,TGFBR2,COL5A1,AC004817.3,PDGFRL
MFAP5,EFEMP1,SFRP2,PCOLCE2,CCDC88B,MIR99AHG,CDHR5,PITX1,RAMP3
CSF1R,LAMA4,VSIG2,TCF4,TIE1,AP1S2,SH3D19,CA1,GULP1
HEPH,LOXL1,MEIS1,STIM2,SCD,COL15A1,TINAGL1,TMIGD2,CD5
CD34,PLPP3,QSOX1,LINC02273,VWF,FCER2,LOXL1,C3,AP3M2
MAP1B,KPNA2,FBLN2,HEG1,SNORC,F2R,RBMS3,TRGC2,RUNX1T1
MNDA,SFRP2,IQGAP2,NUP210,CCNB2,LINC01871,SCN7A,COL1A2,FAM118A
BCAM,SPRY1,FBLN5,KCNN3,WFDC2,VCAM1,PTPN7,ACOT11,IGFBP4
CERCAM,PDLIM7,ADAMTS1,COL3A1,CDC20,CNRIP1,PPP1R14D,TYROBP,PIK3CD
EPAS1,CPVL,HPGD,C5AR1,FCRL1,SERPINE2,ICOS,CEACAM7,CSTA
B3GNT7,FN1,NID1,PTGIS,CCL20,TNFRSF13B,HEPH,AURKB,NOSTRIN
NPDC1,CD34,NDRG1,ZC3HAV1,DRAIC,DUSP4,KRT20,CLEC10A,LILRB4
CNRIP1,CD83,PDGFRA,CLEC7A,THEMIS,PIM2,LINC00892,PBX4,GZMA
BLK,SAMHD1,RAB25,SLIT3,CD83,ZNF331,ITGA3,TMEM71,UGT2B17
TNS1,CD96,RBPMS,PLPP3,CDKN3,PDGFRB,KLRD1,CDX2,STK10
LINC00926,MATN2,IL6ST,CD72,F13A1,RPS20,RGS3,CNN1,SLC26A3
PLAT,DCN,LIMA1,IL4I1,CA1,RDX,AC005537.1,PRSS3,PLXDC1
TCL1A,ARRDC3,PALLD,PLXDC1,TMPRSS2,SELENOM,F10,AC004585.1,CALD1
C3,TCL1A,PLAUR,ARMH1,C3AR1,TRAT1,LINC02273,EPCAM,SULF1
SMPDL3A,CSRP1,PPP1R1B,CLECL1,STMN1,KLRG1,NTN4,CD83,ITGA1
RND3,LINC01943,MATN2,LHFPL6,MS4A4A,C16orf54,SORBS2,NBPF9,CEBPD
CD22,CD8A,NUCB2,CD163,H2BC8,IL2RA,MUC13,MFAP5,ADCK5
FHL1,MGST1,EPAS1,SMIM14,APOBEC3G,ACTA2,TPD52,SLAMF1,PLOD2
FHL2,CLEC2D,GPA33,AAK1,MUC13,CTSL,PIM2,NIBAN3,CKMT1A
ITGB5,VCAN,CDC42EP1,TNFRSF1B,ARAP2,AC004151.1,INMT,SPINK1,GPR132
LINC01781,AGR3,KRT20,GOLGA8B,ANO9,TCF7,PPP1R1B,C1S,VSIG4
MEIS1,C15orf48,HTRA1,MBNL1,TC2N,CLEC7A,LIMS2,CRTAM,GGT5
SFRP2,ENG,PROCR,PDGFRL,B3GNT7,C3AR1,PTGIS,ARL14,VCAM1
CA1,ALDH1A1,COL4A2,IGHD,LINC00926,SCML4,C7,MUC13,TOP2A
AKAP12,BLK,LAMA4,RGPD1,LINC00892,CAMK4,PI16,BIK,COL15A1
TPD52,KRT8,DOK2,C7,MATK,CCDC80,SEMA3B,ADGRE5,SMOC2
PPP1R1B,FBLN5,TYROBP,WNK1,SPINK2,ITGAX,C10orf99,AC008105.3,ARAP2
VSIG2,COL6A3,CDHR5,GPR132,FOXP3,CTSK,HOPX,HOOK1,MIR100HG
TXN,LYAR,ST6GALNAC1,CD83,CD22,FGFR1,CLDN4,FCRL1,FCER2
CRISPLD2,LRP1,COL18A1,AL357060.1,TOP2A,CXCL13,THEMIS,JAML,ARHGAP24
KRT20,TCF7,SERPINE2,LINC01943,TCF7,DPEP1,DLC1,PYHIN1,PCNX2
PLXNB2,RARRES1,SLC40A1,ICOS,GCNT3,LAMA4,BMP4,FOXP3,CLUH
CRYAB,HAVCR2,MUC13,SPON2,ARMH1,PDLIM7,SMOC2,LINC01781,ANXA3
PDGFRA,BASP1,AOC1,RASGRP1,TNFRSF1B,HEG1,AL135926.1,OLFM4,MIR99AHG
COL4A1,CALD1,FGFR1,LOXL1,ATP2A3,SAMHD1,CPE,SMIM31,PAWR
CDHR5,STOM,C3,BCAS4,STAG3,ARHGAP24,PDGFRL,CCNB2,PLSCR4
SPIB,PRCP,FHL2,ITGAX,UGT2B17,MAL,JAM2,GATM,MHENCR
SGCE,TPM1,AXL,ITK,LINC02273,PASK,SCARA5,PTN,ERRFI1
ELN,CPQ,CD34,IL2RA,LYZ,TRGC2,TNNC2,CLEC2D,SYNPO
CFH,AC004151.1,ENG,FLNA,C16orf54,HTRA1,PASK,WFDC2,TRAC
HSD11B2,C1orf54,CDX2,ARRDC3,CD5,LUM,SLC44A4,SOD3,LTBP4
ITGB4,RFTN1,PLAAT3,VCAN,GPR132,ICOS,C12orf75,BCL2A1,ABI3BP
IGFBP2,TRAT1,SLIT2,GLCCI1,STAT4,GPNMB,MIR100HG,TOB1,NID1
ST6GALNAC1,BANK1,SLC44A4,HAVCR2,UNC13D,MZB1,SPINK5,ARMH1,FCGBP
TM4SF1,MARCHF1,COL14A1,ADAMTS1,NOL4L,LINC01943,ST6GALNAC1,ARHGAP15,STAG3
RAB25,TGFBR2,MUC12,PRKCQ-AS1,FCER2,FCMR,LINC00926,CRISPLD2,SH3D19
CDX2,AC025164.1,CA1,CREM,SGK1,MNDA,PCOLCE2,C2orf88,LOXL1
CDA,PLTP,BLVRB,KLRG1,KRT20,RGPD1,LINC01781,SH2D2A,FEZ1
ADH1B,TDP2,TINAGL1,AL135926.1,GPA33,C1R,PXDN,KRT20,SAMD3
PROCR,CTSK,TFF1,IL4R,CKMT1A,MS4A6A,ADH1B,MISP,S1PR1
MZB1,AC034238.1,PRF1,CFD,SAMD3,GBP2,FYN,LINC01133,CXCL13
MUC12,CXCL12,HSD11B2,TNIP3,VSIG4,C1orf54,TC2N,HAVCR2,PIGR
TFF1,FBLN1,PSAP,PLAC8,PDZK1IP1,CD34,MATN2,IQGAP2,TSPAN5
ADAMTS1,B4GALT1,ADH1B,LBH,HAVCR2,FBN1,PDGFRB,RUNX3,AC005537.1
TINAGL1,BCL2A1,CRYAB,ATM,RUNX3,CD72,IGFBP6,TENT5C,AUTS2
AL135926.1,FCER1G,CD8A,ENG,SH2D2A,SH2D2A,TCF7,AGR3,ERBB2
MFGE8,CKS2,AKAP12,FKBP5,PLAAT2,HAVCR2,MYO6,RAB25,DUSP16
MATN2,OLFML3,FYN,MNDA,CD72,APOC1,COL12A1,IL2RA,CHRDL1
AXL,A2M,CA2,DUSP4,AC005537.1,SERPINF1,LTBP1,AXL,CAMK4
AOC1,HEG1,ATP1B1,C16orf54,PYHIN1,CD6,PDGFRA,GFI1,DPEP1
COL14A1,PLAC9,CPVL,FCMR,CXCL13,CXCL12,MZB1,EHF,AC080038.1
FBN1,CCDC80,HNF4A,MFAP5,CKS2,RORA,SERPINE2,FCMR,CPE
CA2,PCOLCE,PLAT,SMCHD1,TFF1,COL18A1,LINC01871,F10,JAG1
COL4A2,EPB41L2,IGFBP2,SEMA4D,BCAS4,COL4A1,COL18A1,CAMK4,ESAM
FTH1,BLVRB,AC034238.1,CD40LG,SCML4,SLAMF1,SCML4,AKR1B10,MFAP5
TPM2,SPI1,MMP14,AC080038.1,ELF3,TCL1A,VSIG2,SCN7A,TMPRSS2
SELENOP,PROCR,CD4,FCER2,FCMR,PCOLCE,CDX2,DRAIC,JAM2
MUC13,NR3C1,SAMHD1,SFRP2,MAL,MYO1F,MAL,AOC1,LINC01943
CYBRD1,CD4,CD247,COL6A2,CLEC7A,RPS25,LAMA4,MATK,CBLB
ASS1,CAV1,DKK3,CCDC80,IL2RA,SGCE,F2R,MS4A6A,MAFB
PALLD,COL6A2,LHFPL6,CD34,RASGRP1,COL6A3,CD22,SAMD3,CSF1R
MGST2,BCAS4,FBN1,C3AR1,MAL2,CLECL1,TRGC2,CD5,BMP4
ANXA2,COL1A2,GBP2,PDGFRA,PRF1,COL3A1,FCMR,ABCA8,PDGFRA
CDC42EP1,PLAAT3,EPHX1,CFLAR,SYTL3,CD22,AKAP12,SLC26A3,COL12A1
LAMA4,PLAC8,FHL1,CD22,MS4A6A,DKK3,SLIT2,OLFML3,PLTP
NDRG2,CLU,VCAN,NBPF9,KLRG1,FBLN1,STMN3,C12orf75,RND3
SLIT2,BCL11A,TPM2,CXCL12,TCL1A,LINC01781,CAVIN1,ITGB7,RGPD1
HLA-DQA1,ARL4A,MISP,LINC01781,ICOS,TYROBP,MAP1B,PPP1R14D,SCML4
C2,LIMA1,C2,RUNX3,RGPD1,ZEB2,MALL,PDGFRA,RCAN1
ALDH1A1,SESN1,TRAC,MS4A6A,VSIG2,IPCEF1,COL4A1,PCOLCE2,TNS2
EFEMP1,CFDP1,ASS1,AKNA,TSPAN8,NFKBIA,TSPAN1,BATF,TNFAIP2
SLC44A4,RDX,IFI6,LINC01871,LINC01871,SERPING1,ASS1,IL1R2,PHGDH
MARCKS,RHOB,TRAT1,CPVL,AOC1,PROCR,SNORC,RGPD1,HLA-DRB6
COL6A3,LHFPL6,TCEA3,CFH,SLAMF1,ITGAL,CD34,CLDN4,TCL1A
TST,C1R,ALDH1A1,CAV1,PASK,TGFBI,CAV1,MUC4,ITGB5
CPVL,EMP1,CCDC80,TRGC2,MISP,MMP2,PDZK1IP1,IGHD,HNF4A
VCAN,LUM,STOM,TCL1A,PRKCQ-AS1,ITK,RBPMS,ICOS,PPP1R14D
ENG,ICA1,COL6A3,FBLN1,AKNA,FHL1,STAP2,COL6A3,BCAM
CTSK,SOD3,AGR3,FCER1G,ICA1,FCER1G,RAB25,LILRB4,CA1
SMIM14,CMC1,C10orf99,CAMK4,BIK,CELF2,BANK1,PCOLCE,MEIS1
CAV1,CD247,WFDC2,BANK1,TRGC2,LHFPL6,TENT5C,C16orf54,HEPH
CLU,PBXIP1,PON2,CELF2,LINC01781,NIBAN1,COL14A1,IPCEF1,CRYBG1
MMP14,TGFBI,SERPINF1,ITGAL,IPCEF1,CD83,BIK,GPNMB,ZNF224
C10orf99,HOPX,MMP2,SGK1,C10orf99,CD8A,SAMD3,TCL1A,LINC01781
PRSS3,PCNA,PLTP,SLAMF1,TSPAN1,PRF1,RGPD1,SPIB,ADH1B
RHOB,MX1,EFEMP1,PASK,ITGAL,BTLA,FBLN2,PLAAT2,TMEM54
FBLN2,ARHGAP15,PRSS3,NFKBIZ,LGALS2,RPL10,MMP2,P2RY10,SH2B1
CDX1,IFI6,CFH,SYTL3,CLECL1,TSPAN4,ADAMTS1,SYTL2,AL135926.1
MALL,TYROBP,C1orf54,TYROBP,PPP1R14D,VCAN,NPDC1,PKIB,NCK2
AGR3,CTSL,KCTD12,FBN1,ITK,ITM2A,SFRP2,CFD,MNDA
NFIA,SPON2,MGST2,EFEMP1,TYROBP,PYHIN1,TCEA3,CD72,RORA
C1orf54,ABI3,TSPAN4,SPI1,PSTPIP1,ITPR1,COL6A2,ATP1B1,TCF4
DST,DAB2,CTSC,ZAP70,CDX2,PTP4A3,ABI3BP,DCN,HSD11B2
ACVRL1,GZMA,LTBP4,BCL2A1,SLC44A4,AXL,SPON2,STAG3,SPIB
WFDC2,CAVIN1,CTSK,C3,AC103702.2,COL1A2,C1S,LRP1,ADAMTS1
KCTD12,FAM200B,DSTN,JAML,SEL1L3,ZAP70,ITGB4,ITGAL,EPS15
LGALS2,CYCS,TGFBI,BLK,FABP1,BLK,DCN,GPR132,SDCBP2
OLFML3,MFGE8,NFIA,HOPX,ZAP70,ENG,CCDC80,SPON2,PPFIBP1
BANK1,APOBEC3G,TSPAN1,ADH1B,NUP210,PLAAT3,RORA,IRF8,SLIT2
LGMN,DOK2,CTSL,AC004151.1,MZB1,HOPX,TMEM54,MAP4K1,SNORC
TSPAN1,GPNMB,CYBRD1,LUM,ARHGAP4,MFGE8,MAL2,AGR2,ELN
MISP,MMP2,NDRG2,GABPB1-AS1,ST6GALNAC1,CBX6,SELENOM,KRT19,F2R
SPINK1,TOB1,SPON2,PRF1,RAB25,CFH,COL4A2,COL14A1,RBFOX2
CCDC80,C1S,CLDN4,DCN,JAML,FBLN5,SPRY1,DOK2,COL14A1
PSAP,ISG15,KLF4,IPCEF1,CD8A,MX2,PRSS3,SPI1,CD34
TGFBI,IL7R,CAV1,MZB1,BTLA,C1S,CD96,C3AR1,SFRP2
ARHGAP24,CCR7,SELENBP1,PYHIN1,CDX1,DOK2,AC103702.2,FCER2,B3GNT7
PCOLCE,SERPINF1,GPNMB,CD8A,FCER1G,RASAL3,CD320,KRT8,HTRA1
PLTP,SERPING1,DST,TRAT1,CLEC2D,BANK1,EFEMP1,MZB1,AOC1
IGFBP4,CST7,FN1,PSTPIP1,CLDN4,CD4,S100P,CLECL1,AVPI1
PLPP3,SPARCL1,LGALS2,TNFRSF13B,LRMP,CAVIN1,FBN1,MARCHF1,FBN1
SPI1,TIGIT,COL3A1,NR3C1,BANK1,AC034238.1,COL6A3,C10orf99,ANO9
IGFBP6,ASAH1,ITM2A,CD6,PIGR,ITGB7,BLK,ELF3,GPA33
COL3A1,TSPAN4,CDX1,PCOLCE,IRF8,CD96,CFH,SERPINF1,ATP2B4
FN1,PRNP,CFD,COL6A3,BCL11A,CAV1,TIGIT,BCL11A,KRT20
MARCHF1,CNN3,GZMA,BTLA,CD96,BCL2A1,PLAC9,TMEM176B,ZAP70
EMP1,PMP22,MFGE8,MARCHF1,TNFRSF13B,ARHGAP4,ZAP70,TMPRSS2,IGFBP6
CXCL12,BATF,OLFML3,CTSC,AL365226.2,MARCHF1,GPA33,LINC01871,CDHR5
TSPAN4,RIPOR2,LRP1,PBXIP1,TRAT1,AC025164.1,CD8A,NUP210,PASK
MGLL,SMIM14,SPINK1,ARHGAP4,BLK,SPI1,SELENBP1,S100P,VCAN
GPNMB,STMN1,IGFBP6,LY96,BCL2A1,COL6A2,CLU,ADH1B,PYHIN1
PLAC9,MYC,DAB2,CD96,RASAL3,IRF8,SH2D2A,CD8A,CD8A
DAB2,NPDC1,LUM,APOBEC3G,KRT19,BCAS4,MISP,AL135926.1,CYTIP
EPB41L2,IGFBP4,CLU,MMP2,ABI3,RFTN1,ELN,BCAS4,MMP2
DSTN,LBH,ELF3,MAP4K1,TRG-AS1,TUBA1A,ITK,TSPAN8,TM4SF1
FBLN1,CD79B,S100P,HLA-B,SPI1,BASP1,CD6,PRF1,C3
LUM,CLEC2B,CXCL12,RASAL3,SYTL1,LY96,PYHIN1,FBLN1,ATXN2
EPHX1,CEBPD,PCOLCE,TIGIT,PRSS3,IL10RA,PRF1,CTSK,CDA
MMP2,MGST2,PLAC9,P2RY10,MYO1F,CALD1,PCOLCE,MYO1F,SLC40A1
CLDN4,HLA-DRB6,EMP1,FYN,S100P,GZMA,FAM102A,FABP1,LAMA4
BASP1,SPARC,FBLN1,BATF,GZMA,MAP4K1,IGFBP2,BIN2,PRKCQ-AS1
CFD,GBP2,COL1A2,GZMA,AC025164.1,P2RY10,PRKCQ-AS1,HNF4A,IL32
ELF3,MALAT1,C1S,AC034238.1,AGR3,FLNA,ELF3,MAL2,FHL2
SELENBP1,MS4A1,TIMP2,IL10RA,RIPOR2,CLEC2D,WFDC2,MAL,LHFPL6
TMEM54,CD9,DCN,MYO1G,AC034238.1,STOM,FBLN1,AC025164.1,FGFR1
BCL11A,CTSB,MGST1,CCR7,KRT8,PRNP,LUM,TIGIT,COL4A2
COL1A2,SAT1,C1R,CD4,SPINK1,BIN2,SGCE,LUM,CFH
C1S,GRN,EPCAM,RFTN1,TIGIT,TRG-AS1,SPARC,C15orf48,MUC13
TIMP2,C12orf75,CST7,SERPINF1,P2RY10,TIGIT,PLAT,BLK,TNFRSF13B
DCN,GSN,TMEM54,NR4A2,IL10RA,SPARCL1,ABLIM1,BTLA,TRAT1
CAVIN1,IRF8,CAVIN1,TRG-AS1,AGR2,FYN,MFGE8,GPA33,MALL
S100P,AP1S2,ACVRL1,ABI3,MARCHF1,CST7,FABP1,PIM2,PPP1R1B
SERPINF1,TMEM176B,CNN3,MYO1F,MAP4K1,RBMS1,TRAT1,PSTPIP1,CASP8
C1R,PSAP,SOD3,CLEC2D,ITGB7,A2M,AL365226.2,ITK,PLXNB2
MS4A1,SRGN,FABP1,BASP1,PHGR1,RGCC,AGR3,TRAT1,AC034238.1
IRF8,IFI27,TSPAN8,PIM2,BATF,CCR7,PHGR1,IKZF1,PLPP3
LRP1,CTSC,IGFBP4,PRDM1,CD6,CD247,TNFRSF13B,PHGR1,CTSK
BLVRB,IGFBP7,AGR2,ITGB7,C15orf48,NR3C1,CD79B,CD6,CCDC80
COL6A2,HMGB2,SPARCL1,CST7,LGALS4,SPARC,C1R,RIPOR2,SLC44A4
FABP1,ITM2A,SRGN,AC025164.1,CST7,BATF,COL1A2,LGALS2,LGALS2
CEBPD,HLA-DMA,NPDC1,DOK2,PIM2,HLA-DRB6,FBLN5,PTPN7,HOPX
TSPAN8,ALOX5AP,COL6A2,BIN2,MYO1G,ABI3,KRT19,SAMSN1,C10orf99
SOD3,DSTN,TXN,MS4A1,DOK2,MYO1G,PIGR,CD96,MARCHF1
KLF4,TUBA1A,SERPING1,NFKBIA,CCR7,RIPOR2,LTBP4,BANK1,BCAS4
AGR2,TXN,CEBPD,SLC2A3,HLA-DRB6,SLC2A3,CNN3,CD4,PLAC9
MGST1,HLA-DQA1,C15orf48,CD247,EPCAM,ARHGAP15,IGFBP7,PPP1R1B,RAB25
IGFBP7,CD2,KRT19,MALAT1,TPD52,CYTIP,COL3A1,LGALS4,CAV1
SPARCL1,NFKBIA,A2M,A2M,CD247,MS4A1,SPINK1,IL10RA,C1orf54
EPCAM,CST3,CALD1,CLEC2B,MS4A1,IGFBP7,AC034238.1,BASP1,XAF1
SPARC,ANXA2,PMP22,RIPOR2,CYTIP,LBH,AGR2,CCR7,EPHX1
TCF4,CD74,TPM1,HLA-DRB6,PLAC8,TCF4,SPARCL1,PLAC8,TSPAN1
PIGR,CD3D,SPARC,IKZF1,PTPN7,HLA-DMA,BCAS4,MGST1,CD6
CNN3,HLA-DRB1,AAK1,SAMSN1,IKZF1,APOBEC3G,GZMA,AC004151.1,CXCL12
CALD1,TRAC,PIGR,CYTIP,TRAC,IKZF1,CALD1,GZMA,CDX1
PMP22,CD37,ANXA2,ALOX5AP,CD79B,PTPN7,CDX1,PIGR,SELENBP1
TPM1,IL32,IGFBP7,HLA-DMA,IL7R,ALOX5AP,SOD3,AC034238.1,MLXIP
KRT19,B2M,KRT8,HLA-DQA1,BIN2,CLEC2B,TSPAN8,MS4A1,ABLIM1
SERPING1,HLA-B,LGALS4,CD79B,SAMSN1,SAMSN1,KRT8,MYO1G,CEMIP2
C15orf48,FTH1,TMEM176B,ITM2A,AC004151.1,CD79B,EPCAM,CYTIP,FN1
LGALS4,RPL10,GSN,IL7R,ALOX5AP,HLA-DQA1,LGALS4,CST7,MZB1
KRT8,RPLP2,IL7R,HLA-DRB1,HLA-DMA,IL7R,CD247,IL7R,CLEC2D
CD9,RPS21,CD9,CD2,HLA-DQA1,HLA-DRB1,MS4A1,SYTL1,DAAM1
TMEM176B,TMSB4X,PHGR1,B2M,CD74,CD2,ITM2A,ALOX5AP,TGFBI
PHGR1,RPS12,IFI27,CD3D,CD2,CD74,LBH,CD247,CD247
IFI27,RPS25,CD2,CD74,HLA-DRB1,CD3D,CD2,CD2,SEL1L3
GRN,RPS20,CD3D,TRAC,CD3D,TRAC,IL32,CD3D,CPNE3
GSN,RPS13,IL32,SRGN,SRGN,SRGN,CD3D,TRAC,IRF8
CST3,ACTB,CST3,CD37,CD37,CD37,TRAC,CD37,CD3D
